Chave;Status;Tipo Venda;CD;Fornecedor;Oferta;Indústria;Projeto Conectividade;Descr Proj/VAN;Cliente;CNPJ;UF;Código Bandeira;Descrição Bandeira;Produto;Descrição Produto;Código EAN;Tipo estratégico;Pedido Venda;Pedido OL;Nr. Nota;Data;DC. Ent;Margem;Qtd;VPF;% DC PDV Comercial;% Desc. Comercial Industria;% Desc. Financeiro Industria;% Ressarc;Vlr. Ressar. Dinheiro;Vlr. Ressar. Repos. Mercadoria;A.D.;DANFE;% Soma OL;Vlr Ressarc Desc Soma OL;% Soma OL Financ;Vlr Soma OL Financ;% Desconto Adicional;Vlr Voucher Ind;% ICMS Destino;% ICMS Origem;% Repasse;Tipo Proj;Desconto Entrada MSD;Margem MSD;PF MSD;Desconto Funcional;Ressarcimento Funcional
03610682000576-396547-7897572020191-12898639-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G03136 - DROGARIA L;03610682000576;RS;638;ASSOCIADAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12898639;12898639;396547;2024-07-25 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394885;43240761940292004710550590003965471307064036;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
09438725000130-283934-7897572020191-12880246-50-3;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G00678 - ANDIARA SI;09438725000130;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12880246;12880246;283934;2024-07-11 00:00:00;8,5;7;3;710,01;50;50;0;40,26;285,81;0;393412;43240761940292004710550590002839341305940061;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;279,914175
05862239000194-428004-7897572020177-12901126-30-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G00052 - BETYNA JUN;05862239000194;RS;638;ASSOCIADAS;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12901126;12901126;428004;2024-07-29 00:00:00;8,5;7;1;236,67;30;30;0;23,66;55,98;0;394885;43240761940292004710550590004280041307384210;0;0;0;0;0;;17;0;0;;8,5;6;239,55;30;54,018525
10624308000595-282470-7897572020290-12881225-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G01659 - FARMACIA D;10624308000595;RS;638;ASSOCIADAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12881225;12881225;282470;2024-07-11 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;393412;43240761940292004710550590002824701305929178;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
07972032000106-225234-7897572020191-12871771-50-4;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G61569 - IVETE B KN;07972032000106;RS;638;ASSOCIADAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12871771;12871771;225234;2024-07-04 00:00:00;8,5;7;4;946,68;50;50;0;40,26;381,09;0;392763;43240761940292004710550590002252341305398029;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;373,2189
02521066000748-296038-7897572020191-12881878-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G67442 - FILIAL 7;02521066000748;RS;7732;PAULO FORNARI;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12881878;12881878;296038;2024-07-12 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;393412;43240761940292004710550590002960381306059293;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
09438725000130-293825-7897572020191-12882222-50-2;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G00678 - ANDIARA SI;09438725000130;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12882222;12882222;293825;2024-07-12 00:00:00;8,5;7;2;473,34;50;50;0;40,26;190,54;0;393412;43240761940292004710550590002938251306050921;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;186,60945
01967550000147-194718-7897572020184-12863962-50-2;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G01567 - ISABEL DE;01967550000147;RS;10437;INDIVIDUAL;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12863962;12863962;194718;2024-07-01 00:00:00;8,5;7;2;473,34;50;50;0;40,26;190,54;0;392763;43240761940292004710550590001947181305038164;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;186,60945
13089284000186-224406-7897572020290-12870665-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G02511 - PAULA GLAS;13089284000186;RS;635;AGAFARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12870665;12870665;224406;2024-07-04 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;392763;43240761940292004710550590002244061305394700;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
14444369000106-398486-7897572020191-12898843-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G03117 - ERIKA GRIE;14444369000106;RS;7843;TCHE FARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12898843;12898843;398486;2024-07-25 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394885;43240761940292004710550590003984861307084730;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
12566192000187-365003-7897572020290-12893677-50-3;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G02420 - BASSO E SP;12566192000187;RS;635;AGAFARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12893677;12893677;365003;2024-07-22 00:00:00;8,5;7;3;720,48;50;50;0;40,26;290,03;0;394885;43240761940292004710550590003650031306754783;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;284,03898
13392007000148-349328-7897572020191-12890944-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G02680 - RAMOS E SA;13392007000148;RS;14608;RM FARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12890944;12890944;349328;2024-07-19 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394140;43240761940292004710550590003493281306611636;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
23019075000110-216269-7897572020177-12868562-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G04552 - DROG PIRES;23019075000110;RS;12840;REDE VIDA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12868562;12868562;216269;2024-07-03 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;392763;43240761940292004710550590002162691305290887;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
10632796000825-192416-7897572020290-12864043-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G08207 - FCIAS ASSO;10632796000825;RS;638;ASSOCIADAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12864043;12864043;192416;2024-07-01 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;392763;43240761940292004710550590001924161305011398;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
05935152000361-310961-7897572020191-12883612-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G06156 - RECH E REC;05935152000361;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12883612;12883612;310961;2024-07-15 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394140;43240761940292004710550590003109611306206397;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
03784801000345-203717-7897572020290-12865716-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G05754 - FARMACIA T;03784801000345;RS;638;ASSOCIADAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12865716;12865716;203717;2024-07-02 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;392763;43240761940292004710550590002037171305180856;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
88278643000142-199346-7897572020290-12864130-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G04106 - FARMACIA W;88278643000142;RS;635;AGAFARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12864130;12864130;199346;2024-07-01 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;392763;43240761940292004710550590001993461305098324;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
00997960000178-337012-7897572020290-12889580-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G04122 - DROGARIA P;00997960000178;RS;12767;VIVA FARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12889580;12889580;337012;2024-07-18 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;394140;43240761940292004710550590003370121306521999;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
04104867000148-398634-7897572020191-12898320-50-3;Chave não localizada;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G33642 - AGAFARMA;04104867000148;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12898320;12898320;398634;2024-07-25 00:00:00;8,5;7;3;710,01;50;50;0;40,26;285,81;0;394885;43240761940292004710550590003986341307087938;0;0;0;0;0;;17;0;0;;8,5;6;239,55;;
93674935000134-305619-7897572020177-12883432-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G09154 - MONTAGNER;93674935000134;RS;635;AGAFARMA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12883432;12883432;305619;2024-07-15 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394140;43240761940292004710550590003056191306162011;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
68790815000155-282005-7897572020290-12880106-30-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G10582 - DROGARIA D;68790815000155;RS;10437;INDIVIDUAL;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12880106;12880106;282005;2024-07-11 00:00:00;8,5;7;1;240,16;30;30;0;23,66;56,81;0;393412;43240761940292004710550590002820051305977342;0;0;0;0;0;;17;0;0;;8,5;6;243,08;30;54,81454
68790815000155-444774-7897572020290-12903186-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G10582 - DROGARIA D;68790815000155;RS;10437;INDIVIDUAL;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12903186;12903186;444774;2024-07-31 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;394885;43240761940292004710550590004447741307563583;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
00217854000124-415137-7897572020191-12899799-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G15920 - REDE SANAR;00217854000124;RS;12736;REDE SANAR;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12899799;12899799;415137;2024-07-26 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394885;43240761940292004710550590004151371307260294;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
92749811000108-314291-7897572020177-12883520-30-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G56320 - FARMACIA S;92749811000108;RS;638;ASSOCIADAS;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12883520;12883520;314291;2024-07-15 00:00:00;8,5;7;1;236,67;30;30;0;23,66;55,98;0;394140;43240761940292004710550590003142911306248811;0;0;0;0;0;;17;0;0;;8,5;6;239,55;30;54,018525
91734814000105-376161-7897572020191-12894853-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G42346 - DROGARIA C;91734814000105;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12894853;12894853;376161;2024-07-23 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394885;43240761940292004710550590003761611306865906;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
03801108000171-359353-7897572020290-12892669-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G37791 - COML DE ME;03801108000171;RS;635;AGAFARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12892669;12892669;359353;2024-07-22 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;394885;43240761940292004710550590003593531306738799;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
90047499000185-254978-7897572020290-12874147-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G30614 - TOTAL FARM;90047499000185;RS;12736;REDE SANAR;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12874147;12874147;254978;2024-07-08 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;393412;43240761940292004710550590002549781305682141;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
90047499000185-402229-7897572020290-12898089-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G30614 - TOTAL FARM;90047499000185;RS;12736;REDE SANAR;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12898089;12898089;402229;2024-07-25 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;394885;43240761940292004710550590004022291307127906;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
05040682000180-208629-7897572020191-12865789-50-3;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G49689 - DROGARIA F;05040682000180;RS;638;ASSOCIADAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12865789;12865789;208629;2024-07-02 00:00:00;8,5;7;3;710,01;50;50;0;40,26;285,81;0;392763;43240761940292004710550590002086291305205229;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;279,914175
01582489000110-231050-7897572020290-12869983-50-3;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G30978 - ALVICIO CO;01582489000110;RS;638;ASSOCIADAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12869983;12869983;231050;2024-07-04 00:00:00;8,5;7;3;720,48;50;50;0;40,26;290,03;0;392763;43240761940292004710550590002310501305416920;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;284,03898
04582329000169-283694-7897572020191-12880002-50-3;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G28691 - OLICOLP DR;04582329000169;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12880002;12880002;283694;2024-07-11 00:00:00;8,5;7;3;710,01;50;50;0;40,26;285,81;0;393412;43240761940292004710550590002836941305937100;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;279,914175
03633353000117-203417-7897572020191-12866684-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G28758 - ROSMERI GA;03633353000117;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12866684;12866684;203417;2024-07-02 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;392763;43240761940292004710550590002034171305170773;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
02072425000131-250645-7897572020177-12874237-30-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G27719 - DALCIN E B;02072425000131;RS;10437;INDIVIDUAL;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12874237;12874237;250645;2024-07-08 00:00:00;8,5;7;1;236,67;30;30;0;23,66;55,98;0;393412;43240761940292004710550590002506451305601600;0;0;0;0;0;;17;0;0;;8,5;6;239,55;30;54,018525
11555772000106-344667-7897572020191-12889952-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G01988 - DROGARIA M;11555772000106;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12889952;12889952;344667;2024-07-18 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394140;43240761940292004710550590003446671306551260;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
13392007000148-225980-7897572020290-12870024-30-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G02680 - RAMOS E SA;13392007000148;RS;14608;RM FARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12870024;12870024;225980;2024-07-04 00:00:00;8,5;7;1;240,16;30;30;0;23,66;56,81;0;392763;43240761940292004710550590002259801305378770;0;0;0;0;0;;17;0;0;;8,5;6;243,08;30;54,81454
13392007000148-225980-7897572020177-12870024-50-3;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G02680 - RAMOS E SA;13392007000148;RS;14608;RM FARMA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12870024;12870024;225980;2024-07-04 00:00:00;8,5;7;3;710,01;50;50;0;40,26;285,81;0;392763;43240761940292004710550590002259801305378770;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;279,914175
87621181000666-249481-7897572020191-12875250-30-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G03823 - JOSE MAZZU;87621181000666;RS;638;ASSOCIADAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12875250;12875250;249481;2024-07-08 00:00:00;8,5;7;1;236,67;30;30;0;23,66;55,98;0;393412;43240761940292004710550590002494811305594614;0;0;0;0;0;;17;0;0;;8,5;6;239,55;30;54,018525
93641710002630-286356-7897572020191-12881224-50-3;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G03873 - FERNANDEZ;93641710002630;RS;7535;FERNANDEZ;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12881224;12881224;286356;2024-07-11 00:00:00;8,5;7;3;710,01;50;50;0;40,26;285,81;0;393412;43240761940292004710550590002863561305963850;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;279,914175
10632796000825-441377-7897572020290-12903307-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G08207 - FCIAS ASSO;10632796000825;RS;638;ASSOCIADAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12903307;12903307;441377;2024-07-31 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;394885;43240761940292004710550590004413771307560190;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
23157843000100-421762-7897572020177-12900940-30-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G04665 - FAR BENE F;23157843000100;RS;638;ASSOCIADAS;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12900940;12900940;421762;2024-07-29 00:00:00;8,5;7;1;236,67;30;30;0;23,66;55,98;0;394885;43240761940292004710550590004217621307360265;0;0;0;0;0;;17;0;0;;8,5;6;239,55;30;54,018525
03784801000426-225893-7897572020191-12870950-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G06512 - FARMACIA T;03784801000426;RS;638;ASSOCIADAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12870950;12870950;225893;2024-07-04 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;392763;43240761940292004710550590002258931305373828;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
03784801000426-442663-7897572020191-12903549-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G06512 - FARMACIA T;03784801000426;RS;638;ASSOCIADAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12903549;12903549;442663;2024-07-31 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394885;43240761940292004710550590004426631307557690;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
25229684000129-324685-7897572020290-12885655-50-3;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G04918 - FARMACIA P;25229684000129;RS;638;ASSOCIADAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12885655;12885655;324685;2024-07-16 00:00:00;8,5;7;3;720,48;50;50;0;40,26;290,03;0;394140;43240761940292004710550590003246851306355128;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;284,03898
93641710003369-251160-7897572020191-12876214-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G05257 - FERNANDEZ;93641710003369;RS;7535;FERNANDEZ;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12876214;12876214;251160;2024-07-08 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;393412;43240761940292004710550590002511601305580231;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
03784801000345-251210-7897572020290-12874266-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G05754 - FARMACIA T;03784801000345;RS;638;ASSOCIADAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12874266;12874266;251210;2024-07-08 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;393412;43240761940292004710550590002512101305615560;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
92374560000124-261861-7897572020191-12876605-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G03793 - PINOTTI CO;92374560000124;RS;638;ASSOCIADAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12876605;12876605;261861;2024-07-09 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;393412;43240761940292004710550590002618611305731336;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
04104867000148-374208-7897572020191-12894831-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G33642 - AGAFARMA;04104867000148;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12894831;12894831;374208;2024-07-23 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394885;43240761940292004710550590003742081306838924;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
04104867000148-418379-7897572020191-12900936-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G33642 - AGAFARMA;04104867000148;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12900936;12900936;418379;2024-07-29 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394885;43240761940292004710550590004183791307281660;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
93674935000134-236276-7897572020191-12872152-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G09154 - MONTAGNER;93674935000134;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12872152;12872152;236276;2024-07-05 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;392763;43240761940292004710550590002362761305501383;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
07477202000178-360617-7897572020177-12893531-50-3;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G52477 - MEDICINE D;07477202000178;RS;635;AGAFARMA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12893531;12893531;360617;2024-07-22 00:00:00;8,5;7;3;710,01;50;50;0;40,26;285,81;0;394885;43240761940292004710550590003606171306709953;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;279,914175
93636421000194-274292-7897572020290-12878787-50-3;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G00740 - CAMILA MUL;93636421000194;RS;281;LIDERFARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12878787;12878787;274292;2024-07-10 00:00:00;8,5;7;3;720,48;50;50;0;40,26;290,03;0;393412;43240761940292004710550590002742921305836180;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;284,03898
88536842000103-192021-7897572020191-12863425-30-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G05046 - FARMACIAS;88536842000103;RS;281;LIDERFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12863425;12863425;192021;2024-07-01 00:00:00;8,5;7;1;236,67;30;30;0;23,66;55,98;0;392763;43240761940292004710550590001920211305032474;0;0;0;0;0;;17;0;0;;8,5;6;239,55;30;54,018525
03801108000171-373119-7897572020191-12894719-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G37791 - COML DE ME;03801108000171;RS;635;AGAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12894719;12894719;373119;2024-07-23 00:00:00;8,5;7;1;236,67;50;50;0;40,26;95,27;0;394885;43240761940292004710550590003731191306886477;0;0;0;0;0;;17;0;0;;8,5;6;239,55;50;93,304725
73607509000170-259141-7897572020290-12874963-50-1;OK;PBM;CD RS;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);G08057 - DROGARIA M;73607509000170;RS;635;AGAFARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12874963;12874963;259141;2024-07-08 00:00:00;8,5;7;1;240,16;50;50;0;40,26;96,68;0;393412;43240761940292004710550590002591411305698578;0;0;0;0;0;;17;0;0;;8,5;6;243,08;50;94,67966
